elapsed_s,current_a,recorded_duration_s
0.992874,+0.032234,0.992874
0.995283,+0.032234,0.995283
0.998401,+0.032234,0.998401
1.001472,+0.032234,1.001472
1.004446,+0.038095,1.004446
1.007373,+0.038095,1.007373
1.010320,+0.038095,1.010320
1.013902,+0.032234,1.013902
1.023280,+0.032234,1.023280
1.026431,+0.038095,1.026431
1.028997,+0.038095,1.028997
1.031830,+0.032234,1.031830
1.034847,+0.032234,1.034847
1.037832,+0.032234,1.037832
1.040391,+0.032234,1.040391
1.043356,+0.032234,1.043356
1.046448,+0.032234,1.046448
1.048945,+0.026374,1.048945
1.051928,+0.026374,1.051928
1.054899,+0.032234,1.054899
1.057922,+0.032234,1.057922
1.060431,+0.026374,1.060431
1.063436,+0.032234,1.063436
1.066484,+0.032234,1.066484
1.069056,+0.026374,1.069056
1.071955,+0.032234,1.071955
1.074917,+0.026374,1.074917
1.078028,+0.032234,1.078028
1.080661,+0.026374,1.080661
1.083491,+0.026374,1.083491
1.086477,+0.026374,1.086477
1.088973,+0.032234,1.088973
1.092254,+0.032234,1.092254
1.095351,+0.032234,1.095351
1.098048,+0.026374,1.098048
1.101062,+0.026374,1.101062
1.104178,+0.032234,1.104178
1.107510,+0.032234,1.107510
1.110170,+0.026374,1.110170
1.113155,+0.026374,1.113155
1.116034,+0.026374,1.116034
1.125791,+0.026374,1.125791
1.128762,+0.026374,1.128762
1.131740,+0.026374,1.131740
1.134956,+0.026374,1.134956
1.138219,+0.026374,1.138219
1.140939,+0.026374,1.140939
1.143807,+0.032234,1.143807
1.146886,+0.026374,1.146886
1.149332,+0.026374,1.149332
1.152380,+0.026374,1.152380
1.155402,+0.026374,1.155402
1.158378,+0.020513,1.158378
1.161389,+0.020513,1.161389
1.164318,+0.020513,1.164318
1.167246,+0.020513,1.167246
1.169895,+0.020513,1.169895
1.172839,+0.020513,1.172839
1.175928,+0.020513,1.175928
1.178878,+0.020513,1.178878
1.181881,+0.020513,1.181881
1.184974,+0.020513,1.184974
1.188056,+0.020513,1.188056
1.190462,+0.020513,1.190462
1.193394,+0.026374,1.193394
1.195872,+0.026374,1.195872
1.198462,+0.026374,1.198462
1.201628,+0.026374,1.201628
1.204799,+0.026374,1.204799
1.208002,+0.026374,1.208002
1.210998,+0.026374,1.210998
1.214028,+0.026374,1.214028
1.217231,+0.020513,1.217231
1.225974,+0.020513,1.225974
1.229087,+0.020513,1.229087
1.232002,+0.020513,1.232002
1.234990,+0.020513,1.234990
1.237998,+0.020513,1.237998
1.240610,+0.026374,1.240610
1.243509,+0.020513,1.243509
1.246574,+0.020513,1.246574
1.249029,+0.020513,1.249029
1.252056,+0.014652,1.252056
1.255152,+0.014652,1.255152
1.258058,+0.014652,1.258058
1.260540,+0.014652,1.260540
1.263649,+0.014652,1.263649
1.266682,+0.014652,1.266682
1.269099,+0.020513,1.269099
1.272084,+0.014652,1.272084
1.275076,+0.014652,1.275076
1.278057,+0.014652,1.278057
1.280670,+0.014652,1.280670
1.283577,+0.014652,1.283577
1.286653,+0.014652,1.286653
1.289110,+0.014652,1.289110
1.292141,+0.014652,1.292141
1.295318,+0.020513,1.295318
1.298133,+0.020513,1.298133
1.300645,+0.014652,1.300645
1.303651,+0.014652,1.303651
1.306799,+0.014652,1.306799
1.309212,+0.014652,1.309212
1.312182,+0.014652,1.312182
1.315154,+0.020513,1.315154
1.318174,+0.014652,1.318174
1.326885,+0.014652,1.326885
1.329219,+0.020513,1.329219
1.332200,+0.020513,1.332200
1.335251,+0.020513,1.335251
1.338225,+0.014652,1.338225
1.340669,+0.008791,1.340669
1.343718,+0.020513,1.343718
1.346728,+0.014652,1.346728
1.349248,+0.014652,1.349248
1.352275,+0.008791,1.352275
1.355204,+0.008791,1.355204
1.358365,+0.014652,1.358365
1.361041,+0.008791,1.361041
1.363764,+0.008791,1.363764
1.366251,+0.008791,1.366251
1.369289,+0.008791,1.369289
1.372385,+0.008791,1.372385
1.375233,+0.008791,1.375233
1.378257,+0.008791,1.378257
1.380715,+0.008791,1.380715
1.383678,+0.008791,1.383678
1.386744,+0.014652,1.386744
1.389169,+0.008791,1.389169
1.392053,+0.014652,1.392053
1.394982,+0.014652,1.394982
1.398144,+0.014652,1.398144
1.401004,+0.008791,1.401004
1.403892,+0.014652,1.403892
1.406878,+0.008791,1.406878
1.409870,+0.008791,1.409870
1.412878,+0.008791,1.412878
1.415924,+0.008791,1.415924
1.418887,+0.014652,1.418887
1.428004,+0.008791,1.428004
1.430391,+0.008791,1.430391
1.433381,+0.008791,1.433381
1.436526,+0.008791,1.436526
1.438923,+0.008791,1.438923
1.442073,+0.008791,1.442073
1.444890,+0.014652,1.444890
1.447909,+0.014652,1.447909
1.450402,+0.014652,1.450402
1.453575,+0.008791,1.453575
1.456469,+0.008791,1.456469
1.459018,+0.014652,1.459018
1.462058,+0.008791,1.462058
1.465075,+0.008791,1.465075
1.468279,+0.008791,1.468279
