elapsed_s,position_rad,velocity_rad_s,tau_cmd_nm,tau_fb_nm,force_est_n
1.103119,1.784244,-1.169719,-1.250000,-0.319414,26.617827
1.105700,1.781178,-1.203907,-1.250000,-0.325275,27.106227
1.108235,1.778112,-1.179487,-1.250000,-0.319414,26.617827
1.111166,1.775141,-1.164835,-1.250000,-0.319414,26.617827
1.113855,1.771691,-1.174603,-1.250000,-0.319414,26.617827
1.116354,1.768625,-1.145299,-1.250000,-0.319414,26.617827
1.118915,1.765750,-1.150183,-1.250000,-0.325275,27.106227
1.121351,1.762779,-1.159951,-1.250000,-0.325275,27.106227
1.123960,1.759904,-1.169719,-1.250000,-0.325275,27.106227
1.126454,1.756838,-1.184371,-1.250000,-0.325275,27.106227
1.128944,1.753772,-1.203907,-1.250000,-0.313553,26.129426
1.131518,1.750801,-1.194139,-1.250000,-0.319414,26.617827
1.134028,1.747543,-1.199023,-1.250000,-0.301832,25.152625
1.136622,1.744668,-1.218559,-1.250000,-0.307692,25.641026
1.139206,1.741697,-1.179487,-1.250000,-0.307692,25.641026
1.141616,1.735756,-1.179487,-1.250000,-0.319414,26.617827
1.144447,1.735756,-1.179487,-1.250000,-0.319414,26.617827
1.147114,1.732498,-1.179487,-1.250000,-0.313553,26.129426
1.149647,1.729336,-1.179487,-1.250000,-0.319414,26.617827
1.152150,1.726365,-1.159951,-1.250000,-0.325275,27.106227
1.154891,1.723395,-1.150183,-1.250000,-0.313553,26.129426
1.157271,1.720136,-1.199023,-1.250000,-0.319414,26.617827
1.159827,1.717453,-1.189255,-1.250000,-0.313553,26.129426
1.162119,1.714483,-1.174603,-1.250000,-0.313553,26.129426
1.164351,1.711704,-1.179487,-1.250000,-0.313553,26.129426
1.166646,1.709021,-1.199023,-1.250000,-0.307692,25.641026
1.169191,1.706242,-1.208791,-1.250000,-0.301832,25.152625
1.171770,1.703079,-1.213675,-1.250000,-0.295971,24.664225
1.174328,1.699917,-1.218559,-1.250000,-0.295971,24.664225
1.176862,1.696851,-1.203907,-1.250000,-0.290110,24.175824
1.179408,1.693688,-1.228327,-1.250000,-0.290110,24.175824
1.181946,1.690813,-1.213675,-1.250000,-0.301832,25.152625
1.184375,1.687747,-1.174603,-1.250000,-0.301832,25.152625
1.186899,1.684968,-1.174603,-1.250000,-0.307692,25.641026
1.189403,1.682093,-1.159951,-1.250000,-0.313553,26.129426
1.191943,1.679123,-1.140415,-1.250000,-0.313553,26.129426
1.194468,1.676152,-1.184371,-1.250000,-0.319414,26.617827
1.196996,1.673277,-1.184371,-1.250000,-0.313553,26.129426
1.199505,1.670211,-1.189255,-1.250000,-0.313553,26.129426
1.202117,1.667144,-1.218559,-1.250000,-0.313553,26.129426
1.204544,1.663982,-1.194139,-1.250000,-0.301832,25.152625
1.207075,1.661107,-1.199023,-1.250000,-0.301832,25.152625
1.209684,1.658041,-1.203907,-1.250000,-0.295971,24.664225
1.212612,1.654783,-1.223443,-1.250000,-0.295971,24.664225
1.215195,1.651237,-1.233211,-1.250000,-0.290110,24.175824
1.217701,1.648171,-1.218559,-1.250000,-0.295971,24.664225
1.220176,1.645104,-1.203907,-1.250000,-0.295971,24.664225
1.222723,1.642134,-1.208791,-1.250000,-0.290110,24.175824
1.225266,1.639163,-1.203907,-1.250000,-0.295971,24.664225
1.227752,1.636192,-1.164835,-1.250000,-0.295971,24.664225
1.230276,1.633222,-1.169719,-1.250000,-0.301832,25.152625
1.232871,1.630251,-1.169719,-1.250000,-0.307692,25.641026
1.235335,1.630251,-1.169719,-1.250000,-0.307692,25.641026
1.237914,1.624406,-1.194139,-1.250000,-0.313553,26.129426
1.240465,1.621243,-1.208791,-1.250000,-0.307692,25.641026
1.243091,1.618081,-1.208791,-1.250000,-0.301832,25.152625
1.245481,1.614823,-1.233211,-1.250000,-0.295971,24.664225
1.247978,1.612044,-1.208791,-1.250000,-0.290110,24.175824
1.250495,1.609073,-1.189255,-1.250000,-0.295971,24.664225
1.253183,1.606007,-1.194139,-1.250000,-0.295971,24.664225
1.255600,1.606007,-1.194139,-1.250000,-0.295971,24.664225
1.258130,1.599778,-1.213675,-1.250000,-0.295971,24.664225
1.260628,1.596808,-1.213675,-1.250000,-0.295971,24.664225
1.263188,1.593933,-1.199023,-1.250000,-0.295971,24.664225
1.265719,1.590770,-1.189255,-1.250000,-0.290110,24.175824
1.268236,1.587704,-1.213675,-1.250000,-0.295971,24.664225
1.270456,1.584829,-1.174603,-1.250000,-0.301832,25.152625
1.272954,1.582242,-1.159951,-1.250000,-0.301832,25.152625
1.275504,1.579367,-1.184371,-1.250000,-0.307692,25.641026
1.278149,1.576205,-1.184371,-1.250000,-0.307692,25.641026
1.280698,1.573042,-1.218559,-1.250000,-0.301832,25.152625
1.283217,1.569880,-1.218559,-1.250000,-0.301832,25.152625
1.285776,1.566814,-1.208791,-1.250000,-0.290110,24.175824
1.288313,1.563556,-1.252747,-1.250000,-0.290110,24.175824
1.290815,1.560585,-1.247863,-1.250000,-0.284249,23.687424
1.293395,1.557519,-1.184371,-1.250000,-0.295971,24.664225
1.296013,1.554548,-1.169719,-1.250000,-0.301832,25.152625
1.298883,1.551577,-1.164835,-1.250000,-0.301832,25.152625
1.301438,1.548128,-1.179487,-1.250000,-0.307692,25.641026
1.303968,1.545157,-1.189255,-1.250000,-0.301832,25.152625
1.306523,1.542186,-1.194139,-1.250000,-0.307692,25.641026
1.309070,1.538928,-1.199023,-1.250000,-0.301832,25.152625
1.311532,1.535862,-1.223443,-1.250000,-0.295971,24.664225
1.314048,1.533083,-1.203907,-1.250000,-0.301832,25.152625
1.316654,1.530016,-1.184371,-1.250000,-0.301832,25.152625
1.319115,1.526950,-1.199023,-1.250000,-0.301832,25.152625
1.321660,1.523979,-1.194139,-1.250000,-0.301832,25.152625
1.324359,1.520817,-1.213675,-1.250000,-0.290110,24.175824
1.326722,1.517559,-1.223443,-1.250000,-0.290110,24.175824
1.329259,1.514588,-1.218559,-1.250000,-0.284249,23.687424
1.331780,1.511522,-1.238095,-1.250000,-0.290110,24.175824
1.334289,1.508551,-1.218559,-1.250000,-0.290110,24.175824
1.336925,1.505676,-1.169719,-1.250000,-0.295971,24.664225
1.339521,1.502706,-1.150183,-1.250000,-0.307692,25.641026
1.342234,1.499735,-1.140415,-1.250000,-0.307692,25.641026
1.345136,1.496381,-1.169719,-1.250000,-0.313553,26.129426
1.347478,1.493027,-1.194139,-1.250000,-0.307692,25.641026
1.350144,1.490248,-1.199023,-1.250000,-0.313553,26.129426
1.352663,1.486894,-1.208791,-1.250000,-0.301832,25.152625
1.355184,1.483828,-1.238095,-1.250000,-0.295971,24.664225
1.357851,1.480857,-1.218559,-1.250000,-0.295971,24.664225
1.360376,1.477599,-1.179487,-1.250000,-0.284249,23.687424
1.362934,1.474629,-1.213675,-1.250000,-0.290110,24.175824
1.365454,1.471466,-1.208791,-1.250000,-0.290110,24.175824
1.367973,1.468400,-1.199023,-1.250000,-0.290110,24.175824
1.370459,1.465429,-1.223443,-1.250000,-0.295971,24.664225
1.373065,1.462363,-1.208791,-1.250000,-0.290110,24.175824
1.375700,1.459200,-1.218559,-1.250000,-0.295971,24.664225
1.378225,1.456230,-1.174603,-1.250000,-0.301832,25.152625
1.380759,1.453355,-1.135531,-1.250000,-0.307692,25.641026
1.383402,1.450289,-1.159951,-1.250000,-0.313553,26.129426
1.386037,1.447318,-1.169719,-1.250000,-0.313553,26.129426
1.388950,1.444251,-1.189255,-1.250000,-0.319414,26.617827
1.391805,1.440418,-1.223443,-1.250000,-0.307692,25.641026
1.394308,1.437064,-1.208791,-1.250000,-0.307692,25.641026
1.396843,1.433998,-1.208791,-1.250000,-0.301832,25.152625
1.399361,1.430932,-1.233211,-1.250000,-0.290110,24.175824
1.402054,1.427961,-1.203907,-1.250000,-0.295971,24.664225
1.404409,1.424703,-1.194139,-1.250000,-0.290110,24.175824
1.406925,1.422020,-1.203907,-1.250000,-0.301832,25.152625
1.409497,1.419049,-1.194139,-1.250000,-0.301832,25.152625
1.412018,1.415791,-1.203907,-1.250000,-0.295971,24.664225
1.414562,1.412820,-1.194139,-1.250000,-0.301832,25.152625
1.417226,1.409850,-1.184371,-1.250000,-0.295971,24.664225
1.419644,1.406592,-1.213675,-1.250000,-0.295971,24.664225
1.422215,1.403813,-1.194139,-1.250000,-0.301832,25.152625
1.424872,1.400746,-1.174603,-1.250000,-0.301832,25.152625
1.427389,1.397584,-1.179487,-1.250000,-0.307692,25.641026
1.429906,1.394613,-1.189255,-1.250000,-0.307692,25.641026
1.432485,1.391643,-1.194139,-1.250000,-0.301832,25.152625
1.434972,1.388480,-1.213675,-1.250000,-0.295971,24.664225
1.437508,1.385414,-1.218559,-1.250000,-0.295971,24.664225
1.439801,1.382347,-1.203907,-1.250000,-0.295971,24.664225
1.442199,1.379568,-1.228327,-1.250000,-0.290110,24.175824
1.444530,1.376790,-1.218559,-1.250000,-0.301832,25.152625
1.447047,1.374011,-1.184371,-1.250000,-0.301832,25.152625
1.449838,1.370944,-1.184371,-1.250000,-0.301832,25.152625
1.452354,1.364620,-1.174603,-1.250000,-0.295971,24.664225
1.455699,1.364620,-1.174603,-1.250000,-0.295971,24.664225
1.458236,1.360691,-1.213675,-1.250000,-0.301832,25.152625
1.460480,1.357624,-1.199023,-1.250000,-0.295971,24.664225
1.463049,1.354941,-1.218559,-1.250000,-0.295971,24.664225
1.465339,1.351779,-1.233211,-1.250000,-0.295971,24.664225
1.467930,1.348904,-1.194139,-1.250000,-0.290110,24.175824
1.470460,1.345933,-1.203907,-1.250000,-0.295971,24.664225
1.472956,1.342771,-1.199023,-1.250000,-0.290110,24.175824
1.475380,1.339800,-1.218559,-1.250000,-0.290110,24.175824
1.477875,1.336830,-1.228327,-1.250000,-0.284249,23.687424
1.480256,1.333763,-1.218559,-1.250000,-0.290110,24.175824
1.482810,1.330889,-1.208791,-1.250000,-0.295971,24.664225
1.485043,1.327822,-1.223443,-1.250000,-0.284249,23.687424
1.487419,1.325139,-1.218559,-1.250000,-0.295971,24.664225
1.489938,1.322456,-1.164835,-1.250000,-0.295971,24.664225
1.492846,1.319389,-1.169719,-1.250000,-0.295971,24.664225
1.495308,1.315940,-1.184371,-1.250000,-0.301832,25.152625
1.497806,1.313065,-1.189255,-1.250000,-0.295971,24.664225
1.500091,1.309998,-1.223443,-1.250000,-0.301832,25.152625
1.502635,1.307219,-1.233211,-1.250000,-0.295971,24.664225
1.505206,1.304057,-1.238095,-1.250000,-0.284249,23.687424
1.507708,1.300799,-1.262515,-1.250000,-0.284249,23.687424
1.509939,1.297828,-1.208791,-1.250000,-0.278388,23.199023
1.512434,1.295049,-1.199023,-1.250000,-0.284249,23.687424
1.514936,1.292079,-1.203907,-1.250000,-0.284249,23.687424
1.517453,1.289108,-1.213675,-1.250000,-0.284249,23.687424
1.519826,1.285946,-1.223443,-1.250000,-0.290110,24.175824
1.522357,1.283071,-1.228327,-1.250000,-0.278388,23.199023
1.524862,1.280100,-1.218559,-1.250000,-0.284249,23.687424
1.527426,1.276938,-1.218559,-1.250000,-0.284249,23.687424
1.529930,1.273776,-1.218559,-1.250000,-0.284249,23.687424
1.532553,1.270997,-1.174603,-1.250000,-0.295971,24.664225
1.535095,1.267739,-1.164835,-1.250000,-0.295971,24.664225
1.537547,1.264864,-1.194139,-1.250000,-0.301832,25.152625
1.540143,1.261893,-1.199023,-1.250000,-0.301832,25.152625
1.542640,1.258635,-1.233211,-1.250000,-0.295971,24.664225
1.544953,1.255569,-1.238095,-1.250000,-0.290110,24.175824
1.547414,1.252790,-1.213675,-1.250000,-0.278388,23.199023
1.549759,1.249628,-1.247863,-1.250000,-0.272527,22.710623
1.552273,1.246849,-1.238095,-1.250000,-0.272527,22.710623
1.554939,1.243782,-1.203907,-1.250000,-0.278388,23.199023
1.557478,1.240524,-1.218559,-1.250000,-0.278388,23.199023
1.560184,1.237362,-1.208791,-1.250000,-0.278388,23.199023
1.562733,1.234295,-1.213675,-1.250000,-0.290110,24.175824
1.565240,1.231133,-1.213675,-1.250000,-0.284249,23.687424
1.567732,1.228067,-1.208791,-1.250000,-0.290110,24.175824
1.570274,1.225000,-1.218559,-1.250000,-0.284249,23.687424
1.572782,1.221838,-1.233211,-1.250000,-0.284249,23.687424
1.575298,1.219059,-1.194139,-1.250000,-0.290110,24.175824
1.577827,1.215992,-1.184371,-1.250000,-0.290110,24.175824
1.580378,1.212926,-1.223443,-1.250000,-0.295971,24.664225
1.582893,1.209764,-1.218559,-1.250000,-0.290110,24.175824
1.585382,1.206697,-1.223443,-1.250000,-0.284249,23.687424
1.587933,1.203631,-1.242979,-1.250000,-0.290110,24.175824
1.590482,1.200564,-1.218559,-1.250000,-0.278388,23.199023
1.592980,1.197402,-1.242979,-1.250000,-0.278388,23.199023
1.595709,1.194336,-1.233211,-1.250000,-0.284249,23.687424
1.598251,1.191077,-1.199023,-1.250000,-0.284249,23.687424
1.600757,1.188011,-1.199023,-1.250000,-0.290110,24.175824
1.603293,1.185040,-1.189255,-1.250000,-0.290110,24.175824
1.605928,1.181974,-1.208791,-1.250000,-0.290110,24.175824
1.608412,1.178812,-1.208791,-1.250000,-0.284249,23.687424
1.610929,1.175841,-1.223443,-1.250000,-0.290110,24.175824
1.613446,1.172583,-1.238095,-1.250000,-0.284249,23.687424
1.616481,1.169516,-1.252747,-1.250000,-0.284249,23.687424
1.618995,1.165779,-1.223443,-1.250000,-0.284249,23.687424
1.621531,1.162809,-1.184371,-1.250000,-0.278388,23.199023
1.624088,1.159838,-1.208791,-1.250000,-0.284249,23.687424
1.626710,1.156676,-1.203907,-1.250000,-0.284249,23.687424
1.629126,1.153418,-1.252747,-1.250000,-0.290110,24.175824
1.631764,1.150447,-1.233211,-1.250000,-0.290110,24.175824
1.634277,1.147285,-1.203907,-1.250000,-0.284249,23.687424
1.636816,1.144218,-1.228327,-1.250000,-0.290110,24.175824
1.639339,1.141056,-1.199023,-1.250000,-0.290110,24.175824
1.641877,1.138085,-1.194139,-1.250000,-0.295971,24.664225
1.644275,1.135115,-1.203907,-1.250000,-0.290110,24.175824
1.646810,1.132240,-1.203907,-1.250000,-0.290110,24.175824
1.649512,1.129078,-1.218559,-1.250000,-0.290110,24.175824
1.651997,1.122753,-1.238095,-1.250000,-0.284249,23.687424
1.655623,1.122753,-1.238095,-1.250000,-0.284249,23.687424
1.658137,1.118153,-1.242979,-1.250000,-0.272527,22.710623
1.660818,1.115087,-1.242979,-1.250000,-0.278388,23.199023
1.663710,1.111925,-1.213675,-1.250000,-0.272527,22.710623
1.666352,1.108283,-1.223443,-1.250000,-0.278388,23.199023
1.668713,1.105121,-1.213675,-1.250000,-0.278388,23.199023
1.671281,1.102246,-1.223443,-1.250000,-0.278388,23.199023
1.673927,1.099180,-1.223443,-1.250000,-0.284249,23.687424
1.676600,1.095922,-1.194139,-1.250000,-0.278388,23.199023
1.679078,1.092663,-1.228327,-1.250000,-0.284249,23.687424
1.681561,1.089789,-1.223443,-1.250000,-0.284249,23.687424
1.684180,1.086818,-1.189255,-1.250000,-0.290110,24.175824
1.686698,1.083560,-1.199023,-1.250000,-0.290110,24.175824
1.689102,1.080493,-1.223443,-1.250000,-0.290110,24.175824
1.691899,1.077523,-1.228327,-1.250000,-0.284249,23.687424
1.694771,1.073977,-1.238095,-1.250000,-0.272527,22.710623
1.697829,1.070528,-1.238095,-1.250000,-0.278388,23.199023
1.700357,1.066694,-1.252747,-1.250000,-0.266667,22.222222
1.702907,1.063628,-1.267399,-1.250000,-0.272527,22.710623
1.705417,1.060466,-1.223443,-1.250000,-0.272527,22.710623
1.707918,1.057399,-1.218559,-1.250000,-0.266667,22.222222
1.710412,1.054333,-1.213675,-1.250000,-0.278388,23.199023
1.712962,1.051362,-1.199023,-1.250000,-0.272527,22.710623
1.715346,1.048296,-1.223443,-1.250000,-0.278388,23.199023
1.717917,1.045421,-1.223443,-1.250000,-0.284249,23.687424
1.720417,1.042259,-1.223443,-1.250000,-0.278388,23.199023
1.722908,1.039096,-1.247863,-1.250000,-0.284249,23.687424
1.725522,1.036126,-1.213675,-1.250000,-0.278388,23.199023
1.728121,1.032868,-1.218559,-1.250000,-0.278388,23.199023
1.730804,1.029705,-1.213675,-1.250000,-0.278388,23.199023
1.733375,1.026351,-1.233211,-1.250000,-0.278388,23.199023
1.735878,1.023189,-1.247863,-1.250000,-0.278388,23.199023
1.738533,1.020123,-1.242979,-1.250000,-0.278388,23.199023
1.741324,1.016865,-1.228327,-1.250000,-0.278388,23.199023
1.743844,1.013319,-1.252747,-1.250000,-0.266667,22.222222
1.746228,1.007378,-1.203907,-1.250000,-0.266667,22.222222
1.750238,1.007378,-1.203907,-1.250000,-0.266667,22.222222
1.753370,1.002586,-1.218559,-1.250000,-0.278388,23.199023
1.755794,0.998753,-1.208791,-1.250000,-0.278388,23.199023
1.758289,0.995687,-1.238095,-1.250000,-0.284249,23.687424
1.760986,0.992716,-1.242979,-1.250000,-0.278388,23.199023
1.763335,0.989266,-1.257631,-1.250000,-0.272527,22.710623
1.765882,0.986296,-1.257631,-1.250000,-0.272527,22.710623
1.768581,0.983229,-1.213675,-1.250000,-0.266667,22.222222
1.771220,0.979971,-1.223443,-1.250000,-0.278388,23.199023
1.773755,0.976713,-1.218559,-1.250000,-0.272527,22.710623
1.776411,0.973647,-1.238095,-1.250000,-0.278388,23.199023
1.778888,0.970389,-1.233211,-1.250000,-0.272527,22.710623
1.781818,0.967226,-1.238095,-1.250000,-0.272527,22.710623
1.784461,0.963681,-1.218559,-1.250000,-0.266667,22.222222
1.786887,0.960327,-1.242979,-1.250000,-0.266667,22.222222
1.789481,0.957452,-1.228327,-1.250000,-0.272527,22.710623
1.791922,0.954290,-1.213675,-1.250000,-0.272527,22.710623
1.794672,0.951319,-1.228327,-1.250000,-0.284249,23.687424
1.797204,0.947965,-1.223443,-1.250000,-0.284249,23.687424
1.799685,0.944803,-1.247863,-1.250000,-0.278388,23.199023
1.802643,0.941641,-1.247863,-1.250000,-0.272527,22.710623
1.805160,0.937903,-1.247863,-1.250000,-0.266667,22.222222
1.807675,0.934741,-1.277167,-1.250000,-0.266667,22.222222
1.810277,0.931675,-1.228327,-1.250000,-0.260806,21.733822
1.813169,0.928608,-1.203907,-1.250000,-0.272527,22.710623
1.815804,0.925063,-1.218559,-1.250000,-0.278388,23.199023
1.818646,0.921805,-1.213675,-1.250000,-0.284249,23.687424
1.821438,0.918355,-1.223443,-1.250000,-0.278388,23.199023
1.823968,0.915001,-1.218559,-1.250000,-0.278388,23.199023
1.826513,0.911839,-1.228327,-1.250000,-0.278388,23.199023
1.829013,0.908676,-1.247863,-1.250000,-0.266667,22.222222
1.831571,0.905610,-1.252747,-1.250000,-0.278388,23.199023
1.833915,0.902448,-1.223443,-1.250000,-0.272527,22.710623
1.836417,0.899669,-1.228327,-1.250000,-0.272527,22.710623
1.838928,0.896602,-1.223443,-1.250000,-0.278388,23.199023
1.841460,0.893344,-1.228327,-1.250000,-0.266667,22.222222
1.843979,0.890182,-1.257631,-1.250000,-0.272527,22.710623
1.846617,0.887019,-1.252747,-1.250000,-0.260806,21.733822
1.849010,0.883666,-1.282051,-1.250000,-0.266667,22.222222
1.852014,0.877053,-1.223443,-1.250000,-0.266667,22.222222
1.854854,0.877053,-1.223443,-1.250000,-0.266667,22.222222
1.857561,0.873700,-1.199023,-1.250000,-0.266667,22.222222
1.860292,0.870441,-1.203907,-1.250000,-0.272527,22.710623
1.862798,0.867088,-1.223443,-1.250000,-0.278388,23.199023
1.865267,0.864021,-1.238095,-1.250000,-0.272527,22.710623
1.867922,0.860955,-1.247863,-1.250000,-0.278388,23.199023
1.870511,0.857601,-1.257631,-1.250000,-0.266667,22.222222
1.873230,0.854343,-1.267399,-1.250000,-0.266667,22.222222
1.875887,0.850989,-1.223443,-1.250000,-0.272527,22.710623
1.878498,0.847731,-1.223443,-1.250000,-0.266667,22.222222
1.880967,0.844472,-1.238095,-1.250000,-0.272527,22.710623
1.883488,0.841406,-1.228327,-1.250000,-0.260806,21.733822
1.886515,0.838340,-1.267399,-1.250000,-0.266667,22.222222
1.889576,0.834411,-1.257631,-1.250000,-0.260806,21.733822
1.892434,0.830578,-1.267399,-1.250000,-0.260806,21.733822
1.895250,0.827128,-1.238095,-1.250000,-0.260806,21.733822
1.898286,0.823678,-1.208791,-1.250000,-0.266667,22.222222
1.901372,0.819941,-1.223443,-1.250000,-0.272527,22.710623
1.903961,0.816204,-1.228327,-1.250000,-0.272527,22.710623
1.906574,0.812945,-1.262515,-1.250000,-0.266667,22.222222
1.909187,0.809687,-1.262515,-1.250000,-0.272527,22.710623
1.912173,0.806429,-1.242979,-1.250000,-0.260806,21.733822
1.914725,0.802596,-1.267399,-1.250000,-0.254945,21.245421
1.917130,0.799530,-1.218559,-1.250000,-0.260806,21.733822
1.919783,0.796559,-1.223443,-1.250000,-0.260806,21.733822
1.922190,0.793397,-1.228327,-1.250000,-0.272527,22.710623
1.924693,0.790330,-1.238095,-1.250000,-0.266667,22.222222
1.927377,0.787168,-1.272283,-1.250000,-0.260806,21.733822
1.929905,0.783814,-1.252747,-1.250000,-0.260806,21.733822
1.932586,0.780652,-1.233211,-1.250000,-0.254945,21.245421
1.935119,0.777202,-1.262515,-1.250000,-0.254945,21.245421
1.937573,0.774231,-1.233211,-1.250000,-0.260806,21.733822
1.940175,0.771165,-1.233211,-1.250000,-0.266667,22.222222
1.942647,0.768003,-1.242979,-1.250000,-0.266667,22.222222
1.945147,0.764936,-1.247863,-1.250000,-0.266667,22.222222
1.947774,0.761774,-1.247863,-1.250000,-0.260806,21.733822
1.950202,0.758420,-1.252747,-1.250000,-0.254945,21.245421
1.953218,0.755449,-1.247863,-1.250000,-0.254945,21.245421
1.955826,0.751521,-1.272283,-1.250000,-0.249084,20.757021
1.958194,0.748454,-1.252747,-1.250000,-0.266667,22.222222
1.960751,0.745483,-1.218559,-1.250000,-0.260806,21.733822
1.963283,0.742417,-1.223443,-1.250000,-0.272527,22.710623
1.966133,0.739255,-1.223443,-1.250000,-0.272527,22.710623
1.968901,0.732355,-1.252747,-1.250000,-0.266667,22.222222
1.971750,0.732355,-1.252747,-1.250000,-0.266667,22.222222
1.974217,0.728714,-1.257631,-1.250000,-0.260806,21.733822
1.976808,0.725456,-1.282051,-1.250000,-0.260806,21.733822
1.979459,0.722389,-1.257631,-1.250000,-0.260806,21.733822
1.981997,0.719131,-1.242979,-1.250000,-0.266667,22.222222
1.984516,0.715873,-1.242979,-1.250000,-0.254945,21.245421
1.986945,0.712711,-1.223443,-1.250000,-0.254945,21.245421
1.989461,0.709644,-1.262515,-1.250000,-0.254945,21.245421
1.991987,0.706482,-1.262515,-1.250000,-0.249084,20.757021
1.994487,0.703416,-1.262515,-1.250000,-0.260806,21.733822
1.997009,0.700157,-1.272283,-1.250000,-0.249084,20.757021
1.999524,0.697091,-1.277167,-1.250000,-0.249084,20.757021
2.002091,0.693929,-1.213675,-1.250000,-0.254945,21.245421
2.004612,0.690862,-1.218559,-1.250000,-0.254945,21.245421
2.007142,0.687796,-1.223443,-1.250000,-0.266667,22.222222
2.009654,0.684634,-1.238095,-1.250000,-0.260806,21.733822
2.012161,0.681471,-1.262515,-1.250000,-0.266667,22.222222
2.014836,0.678117,-1.267399,-1.250000,-0.260806,21.733822
2.017508,0.674763,-1.272283,-1.250000,-0.254945,21.245421
2.020058,0.671409,-1.291819,-1.250000,-0.254945,21.245421
2.022684,0.668343,-1.233211,-1.250000,-0.249084,20.757021
2.025188,0.665085,-1.238095,-1.250000,-0.254945,21.245421
2.027698,0.662018,-1.238095,-1.250000,-0.254945,21.245421
2.030258,0.658856,-1.252747,-1.250000,-0.260806,21.733822
2.032935,0.655598,-1.262515,-1.250000,-0.254945,21.245421
2.035329,0.652244,-1.262515,-1.250000,-0.260806,21.733822
2.037865,0.649178,-1.247863,-1.250000,-0.254945,21.245421
2.040351,0.645920,-1.272283,-1.250000,-0.249084,20.757021
2.042932,0.643045,-1.242979,-1.250000,-0.254945,21.245421
2.045686,0.639787,-1.213675,-1.250000,-0.254945,21.245421
2.048428,0.632983,-1.247863,-1.250000,-0.266667,22.222222
2.051718,0.632983,-1.247863,-1.250000,-0.266667,22.222222
2.054227,0.628862,-1.277167,-1.250000,-0.260806,21.733822
2.056717,0.625700,-1.262515,-1.250000,-0.254945,21.245421
2.059271,0.622538,-1.272283,-1.250000,-0.249084,20.757021
2.061947,0.619280,-1.282051,-1.250000,-0.249084,20.757021
2.064447,0.616022,-1.228327,-1.250000,-0.254945,21.245421
2.067463,0.612859,-1.238095,-1.250000,-0.254945,21.245421
2.069986,0.609122,-1.242979,-1.250000,-0.254945,21.245421
2.072512,0.605960,-1.247863,-1.250000,-0.260806,21.733822
2.075041,0.602798,-1.262515,-1.250000,-0.254945,21.245421
2.077853,0.599348,-1.257631,-1.250000,-0.260806,21.733822
2.080607,0.595994,-1.267399,-1.250000,-0.249084,20.757021
2.083174,0.592640,-1.277167,-1.250000,-0.254945,21.245421
2.085707,0.589478,-1.242979,-1.250000,-0.254945,21.245421
2.088206,0.586315,-1.233211,-1.250000,-0.260806,21.733822
2.090733,0.583249,-1.252747,-1.250000,-0.260806,21.733822
2.093429,0.579991,-1.233211,-1.250000,-0.254945,21.245421
2.096241,0.576637,-1.262515,-1.250000,-0.254945,21.245421
2.098741,0.573091,-1.257631,-1.250000,-0.254945,21.245421
2.101242,0.569929,-1.272283,-1.250000,-0.254945,21.245421
2.103929,0.566863,-1.272283,-1.250000,-0.260806,21.733822
2.106617,0.563509,-1.223443,-1.250000,-0.260806,21.733822
2.109118,0.560155,-1.233211,-1.250000,-0.260806,21.733822
2.111614,0.557184,-1.228327,-1.250000,-0.254945,21.245421
2.114159,0.554022,-1.252747,-1.250000,-0.260806,21.733822
2.116789,0.550764,-1.262515,-1.250000,-0.260806,21.733822
2.119256,0.547506,-1.267399,-1.250000,-0.260806,21.733822
2.121745,0.544343,-1.267399,-1.250000,-0.254945,21.245421
2.124146,0.541085,-1.286935,-1.250000,-0.254945,21.245421
2.126542,0.538210,-1.262515,-1.250000,-0.254945,21.245421
2.129080,0.535240,-1.233211,-1.250000,-0.249084,20.757021
2.131700,0.532078,-1.242979,-1.250000,-0.254945,21.245421
2.134049,0.528819,-1.238095,-1.250000,-0.254945,21.245421
2.136423,0.525753,-1.257631,-1.250000,-0.254945,21.245421
2.139008,0.522878,-1.267399,-1.250000,-0.260806,21.733822
2.141433,0.519716,-1.242979,-1.250000,-0.254945,21.245421
2.143956,0.516554,-1.262515,-1.250000,-0.254945,21.245421
2.146520,0.513487,-1.247863,-1.250000,-0.254945,21.245421
2.149157,0.510229,-1.228327,-1.250000,-0.254945,21.245421
2.151657,0.507067,-1.238095,-1.250000,-0.260806,21.733822
2.154216,0.504000,-1.247863,-1.250000,-0.266667,22.222222
2.156721,0.500742,-1.257631,-1.250000,-0.266667,22.222222
2.159222,0.497676,-1.262515,-1.250000,-0.260806,21.733822
2.161721,0.494418,-1.272283,-1.250000,-0.260806,21.733822
2.164331,0.491255,-1.257631,-1.250000,-0.249084,20.757021
2.166770,0.487997,-1.272283,-1.250000,-0.249084,20.757021
2.169407,0.484931,-1.233211,-1.250000,-0.254945,21.245421
2.172363,0.481481,-1.238095,-1.250000,-0.249084,20.757021
2.174905,0.477935,-1.242979,-1.250000,-0.260806,21.733822
2.177372,0.474773,-1.247863,-1.250000,-0.254945,21.245421
2.179934,0.471803,-1.267399,-1.250000,-0.260806,21.733822
2.182497,0.468544,-1.247863,-1.250000,-0.254945,21.245421
2.185138,0.465286,-1.252747,-1.250000,-0.249084,20.757021
2.187579,0.461932,-1.272283,-1.250000,-0.249084,20.757021
