elapsed_s,current_a,recorded_duration_s
7.923908,-0.172894,7.923908
7.934781,-0.120147,7.934781
7.945109,-0.090842,7.945109
7.956150,-0.108425,7.956150
7.967254,-0.167033,7.967254
7.978147,-0.161172,7.978147
7.989132,-0.172894,7.989132
7.999738,-0.202198,7.999738
8.011007,-0.167033,8.011007
8.021894,-0.155311,8.021894
8.032555,-0.149451,8.032555
8.043043,-0.126007,8.043043
8.054208,-0.155311,8.054208
8.064615,-0.178755,8.064615
8.075078,-0.108425,8.075078
8.086069,-0.178755,8.086069
8.097128,-0.120147,8.097128
8.108126,-0.172894,8.108126
8.119091,-0.172894,8.119091
8.129568,-0.126007,8.129568
8.140597,-0.143590,8.140597
8.151852,-0.131868,8.151852
8.162657,-0.131868,8.162657
8.173094,-0.196337,8.173094
8.184290,-0.184615,8.184290
8.194714,-0.184615,8.194714
8.205247,-0.178755,8.205247
8.216255,-0.114286,8.216255
8.227391,-0.102564,8.227391
8.238307,-0.090842,8.238307
8.249251,-0.114286,8.249251
8.259754,-0.254945,8.259754
8.270768,-0.202198,8.270768
8.281946,-0.172894,8.281946
8.292733,-0.172894,8.292733
8.303259,-0.096703,8.303259
8.314300,-0.120147,8.314300
8.324772,-0.120147,8.324772
8.335477,-0.161172,8.335477
8.346341,-0.231502,8.346341
8.357337,-0.196337,8.357337
8.368359,-0.155311,8.368359
8.379379,-0.126007,8.379379
8.389886,-0.073260,8.389886
8.401017,-0.120147,8.401017
8.411401,-0.172894,8.411401
8.422495,-0.149451,8.422495
8.433010,-0.243223,8.433010
8.444052,-0.231502,8.444052
8.454661,-0.231502,8.454661
8.465426,-0.149451,8.465426
8.475967,-0.096703,8.475967
8.486935,-0.137729,8.486935
8.497949,-0.178755,8.497949
8.508671,-0.161172,8.508671
8.519084,-0.167033,8.519084
8.530199,-0.131868,8.530199
8.541191,-0.108425,8.541191
8.552203,-0.126007,8.552203
8.563022,-0.120147,8.563022
8.574496,-0.131868,8.574496
8.585363,-0.225641,8.585363
8.596358,-0.137729,8.596358
8.607371,-0.190476,8.607371
8.618302,-0.167033,8.618302
8.629299,-0.149451,8.629299
8.640532,-0.178755,8.640532
8.651363,-0.120147,8.651363
8.662265,-0.120147,8.662265
8.672812,-0.108425,8.672812
8.683320,-0.102564,8.683320
8.694490,-0.155311,8.694490
8.704851,-0.155311,8.704851
8.715873,-0.161172,8.715873
8.726851,-0.172894,8.726851
8.738004,-0.137729,8.738004
8.748874,-0.108425,8.748874
8.759835,-0.149451,8.759835
8.770840,-0.114286,8.770840
8.781804,-0.231502,8.781804
8.792364,-0.225641,8.792364
8.802841,-0.161172,8.802841
8.813278,-0.184615,8.813278
8.823882,-0.084982,8.823882
8.834351,-0.073260,8.834351
8.844900,-0.090842,8.844900
8.855864,-0.143590,8.855864
8.866836,-0.196337,8.866836
8.877897,-0.202198,8.877897
8.888900,-0.167033,8.888900
8.899879,-0.143590,8.899879
8.910896,-0.096703,8.910896
8.922045,-0.108425,8.922045
8.932885,-0.184615,8.932885
8.943970,-0.155311,8.943970
8.954407,-0.202198,8.954407
8.965434,-0.243223,8.965434
8.975919,-0.126007,8.975919
8.986950,-0.102564,8.986950
8.997954,-0.073260,8.997954
9.008962,-0.126007,9.008962
9.019943,-0.178755,9.019943
9.030629,-0.161172,9.030629
9.041319,-0.178755,9.041319
9.052364,-0.161172,9.052364
9.062952,-0.131868,9.062952
9.073460,-0.137729,9.073460
9.084495,-0.126007,9.084495
9.095478,-0.126007,9.095478
9.106559,-0.196337,9.106559
9.117567,-0.114286,9.117567
9.128535,-0.149451,9.128535
9.139560,-0.126007,9.139560
9.150589,-0.131868,9.150589
9.161688,-0.172894,9.161688
9.172508,-0.120147,9.172508
9.183103,-0.131868,9.183103
9.194077,-0.149451,9.194077
9.204589,-0.120147,9.204589
9.215330,-0.167033,9.215330
9.226664,-0.161172,9.226664
